employee_id,snapshot_record_year,date_hired,date_terminated,age,years_employed,job_title,store_id,gender,status_year,employee_status
1321,12/31/2010,8/28/1989,,51,21,VP Human Resources,35,Male,2010,ACTIVE
1321,12/31/2011,8/28/1989,,52,22,VP Human Resources,35,Male,2011,ACTIVE
1321,12/31/2012,8/28/1989,,53,23,VP Human Resources,35,Male,2012,ACTIVE
1321,12/31/2013,8/28/1989,,54,24,VP Human Resources,35,Male,2013,ACTIVE
1321,12/31/2014,8/28/1989,,55,25,VP Human Resources,35,Male,2014,ACTIVE
1321,12/31/2015,8/28/1989,,56,26,VP Human Resources,35,Male,2015,ACTIVE
1322,12/31/2006,8/31/1989,,48,17,VP Finance,35,Male,2006,ACTIVE
1322,12/31/2007,8/31/1989,,49,18,VP Finance,35,Male,2007,ACTIVE
1322,12/31/2008,8/31/1989,,50,19,VP Finance,35,Male,2008,ACTIVE
1322,12/31/2009,8/31/1989,,51,20,VP Finance,35,Male,2009,ACTIVE
1322,12/31/2010,8/31/1989,,52,21,VP Finance,35,Male,2010,ACTIVE
1322,12/31/2011,8/31/1989,,53,22,VP Finance,35,Male,2011,ACTIVE
1322,12/31/2012,8/31/1989,,54,23,VP Finance,35,Male,2012,ACTIVE
1322,12/31/2013,8/31/1989,,55,24,VP Finance,35,Male,2013,ACTIVE
1322,12/31/2014,8/31/1989,,56,25,VP Finance,35,Male,2014,ACTIVE
1322,12/31/2015,8/31/1989,,57,26,VP Finance,35,Male,2015,ACTIVE
1323,12/31/2006,8/31/1989,,44,17,"Exec Assistant, VP Stores",35,Male,2006,ACTIVE
1323,12/31/2007,8/31/1989,,45,18,"Exec Assistant, VP Stores",35,Male,2007,ACTIVE
1323,12/31/2008,8/31/1989,,46,19,"Exec Assistant, VP Stores",35,Male,2008,ACTIVE
1323,12/31/2009,8/31/1989,,47,20,"Exec Assistant, VP Stores",35,Male,2009,ACTIVE
1323,12/31/2010,8/31/1989,,48,21,"Exec Assistant, VP Stores",35,Male,2010,ACTIVE
1323,12/31/2011,8/31/1989,,49,22,"Exec Assistant, VP Stores",35,Male,2011,ACTIVE
1323,12/31/2012,8/31/1989,,50,23,"Exec Assistant, VP Stores",35,Male,2012,ACTIVE
1323,12/31/2013,8/31/1989,,51,24,"Exec Assistant, VP Stores",35,Male,2013,ACTIVE
1323,12/31/2014,8/31/1989,,52,25,"Exec Assistant, VP Stores",35,Male,2014,ACTIVE
1323,12/31/2015,8/31/1989,,53,26,"Exec Assistant, VP Stores",35,Male,2015,ACTIVE
1325,12/31/2006,9/2/1989,,42,17,"Exec Assistant, Legal Counsel",35,Female,2006,ACTIVE
1325,12/31/2007,9/2/1989,,43,18,"Exec Assistant, Legal Counsel",35,Female,2007,ACTIVE
1325,12/31/2008,9/2/1989,,44,19,"Exec Assistant, Legal Counsel",35,Female,2008,ACTIVE
1325,12/31/2009,9/2/1989,,45,20,"Exec Assistant, Legal Counsel",35,Female,2009,ACTIVE
1325,12/31/2010,9/2/1989,,46,21,"Exec Assistant, Legal Counsel",35,Female,2010,ACTIVE
1325,12/31/2011,9/2/1989,,47,22,"Exec Assistant, Legal Counsel",35,Female,2011,ACTIVE
1325,12/31/2012,9/2/1989,,48,23,"Exec Assistant, Legal Counsel",35,Female,2012,ACTIVE
1325,12/31/2013,9/2/1989,,49,24,"Exec Assistant, Legal Counsel",35,Female,2013,ACTIVE
1325,12/31/2014,9/2/1989,,50,25,"Exec Assistant, Legal Counsel",35,Female,2014,ACTIVE
1325,12/31/2015,9/2/1989,,51,26,"Exec Assistant, Legal Counsel",35,Female,2015,ACTIVE
1328,12/31/2006,9/5/1989,,50,17,CHief Information Officer,35,Female,2006,ACTIVE
1328,12/31/2007,9/5/1989,,51,18,CHief Information Officer,35,Female,2007,ACTIVE
1328,12/31/2008,9/5/1989,,52,19,CHief Information Officer,35,Female,2008,ACTIVE
1328,12/31/2009,9/5/1989,,53,20,CHief Information Officer,35,Female,2009,ACTIVE
1328,12/31/2010,9/5/1989,,54,21,CHief Information Officer,35,Female,2010,ACTIVE
1328,12/31/2011,9/5/1989,,55,22,CHief Information Officer,35,Female,2011,ACTIVE
1328,12/31/2012,9/5/1989,,56,23,CHief Information Officer,35,Female,2012,ACTIVE
1328,12/31/2013,9/5/1989,,57,24,CHief Information Officer,35,Female,2013,ACTIVE
1328,12/31/2014,9/5/1989,,58,25,CHief Information Officer,35,Female,2014,ACTIVE
1328,12/31/2015,9/5/1989,,59,26,CHief Information Officer,35,Female,2015,ACTIVE
1329,12/31/2006,9/8/1989,,39,17,Store Manager,32,Female,2006,ACTIVE
1329,12/31/2007,9/8/1989,,40,18,Store Manager,32,Female,2007,ACTIVE
1329,12/31/2008,9/8/1989,,41,19,Store Manager,32,Female,2008,ACTIVE
1329,12/31/2009,9/8/1989,,42,20,Store Manager,32,Female,2009,ACTIVE
1329,12/31/2010,9/8/1989,,43,21,Store Manager,32,Female,2010,ACTIVE
1329,12/31/2011,9/8/1989,,44,22,Store Manager,32,Female,2011,ACTIVE
1329,12/31/2012,9/8/1989,,45,23,Store Manager,32,Female,2012,ACTIVE
1329,12/31/2013,9/8/1989,,46,24,Store Manager,32,Female,2013,ACTIVE
1329,12/31/2014,9/8/1989,,47,25,Store Manager,32,Female,2014,ACTIVE
1329,12/31/2015,9/8/1989,,48,26,Store Manager,32,Female,2015,ACTIVE
1330,12/31/2006,9/9/1989,,39,17,Meats Manager,32,Female,2006,ACTIVE
1330,12/31/2007,9/9/1989,,40,18,Meats Manager,32,Female,2007,ACTIVE
1330,12/31/2008,9/9/1989,,41,19,Meats Manager,32,Female,2008,ACTIVE
1330,12/31/2009,9/9/1989,,42,20,Meats Manager,32,Female,2009,ACTIVE
1330,12/31/2010,9/9/1989,,43,21,Meats Manager,32,Female,2010,ACTIVE
1330,12/31/2011,9/9/1989,,44,22,Meats Manager,32,Female,2011,ACTIVE
1330,12/31/2012,9/9/1989,,45,23,Meats Manager,32,Female,2012,ACTIVE
1330,12/31/2013,9/9/1989,,46,24,Meats Manager,32,Female,2013,ACTIVE
1330,12/31/2014,9/9/1989,,47,25,Meats Manager,32,Female,2014,ACTIVE
1330,12/31/2015,9/9/1989,,48,26,Meats Manager,32,Female,2015,ACTIVE
1331,12/31/2006,9/10/1989,,41,17,Store Manager,18,Female,2006,ACTIVE
1331,12/31/2007,9/10/1989,,42,18,Store Manager,18,Female,2007,ACTIVE
1331,12/31/2008,9/10/1989,,43,19,Store Manager,18,Female,2008,ACTIVE
1331,12/31/2009,9/10/1989,,44,20,Store Manager,18,Female,2009,ACTIVE
1331,12/31/2010,9/10/1989,,45,21,Store Manager,18,Female,2010,ACTIVE
1331,12/31/2011,9/10/1989,,46,22,Store Manager,18,Female,2011,ACTIVE
1331,12/31/2012,9/10/1989,,47,23,Store Manager,18,Female,2012,ACTIVE
1331,12/31/2013,9/10/1989,,48,24,Store Manager,18,Female,2013,ACTIVE
1331,12/31/2014,9/10/1989,,49,25,Store Manager,18,Female,2014,ACTIVE
1331,12/31/2015,9/10/1989,,50,26,Store Manager,18,Female,2015,ACTIVE
1332,12/31/2006,9/15/1989,,51,17,"Exec Assistant, Human Resources",35,Female,2006,ACTIVE
1332,12/31/2007,9/15/1989,,52,18,"Exec Assistant, Human Resources",35,Female,2007,ACTIVE
1332,12/31/2008,9/15/1989,,53,19,"Exec Assistant, Human Resources",35,Female,2008,ACTIVE
1332,12/31/2009,9/15/1989,,54,20,"Exec Assistant, Human Resources",35,Female,2009,ACTIVE
1332,12/31/2010,9/15/1989,,55,21,"Exec Assistant, Human Resources",35,Female,2010,ACTIVE
1332,12/31/2011,9/15/1989,,56,22,"Exec Assistant, Human Resources",35,Female,2011,ACTIVE
1332,12/31/2012,9/15/1989,,57,23,"Exec Assistant, Human Resources",35,Female,2012,ACTIVE
1332,12/31/2013,9/15/1989,,58,24,"Exec Assistant, Human Resources",35,Female,2013,ACTIVE
1332,12/31/2014,9/15/1989,,59,25,"Exec Assistant, Human Resources",35,Female,2014,ACTIVE
1332,12/31/2015,9/15/1989,,60,26,"Exec Assistant, Human Resources",35,Female,2015,ACTIVE
1334,12/31/2006,9/15/1989,,45,17,"Exec Assistant, Finance",35,Male,2006,ACTIVE
1334,12/31/2007,9/15/1989,,46,18,"Exec Assistant, Finance",35,Male,2007,ACTIVE
1334,12/31/2008,9/15/1989,,47,19,"Exec Assistant, Finance",35,Male,2008,ACTIVE
1334,12/31/2009,9/15/1989,,48,20,"Exec Assistant, Finance",35,Male,2009,ACTIVE
1334,12/31/2010,9/15/1989,,49,21,"Exec Assistant, Finance",35,Male,2010,ACTIVE
1334,12/31/2011,9/15/1989,,50,22,"Exec Assistant, Finance",35,Male,2011,ACTIVE
1334,12/31/2012,9/15/1989,,51,23,"Exec Assistant, Finance",35,Male,2012,ACTIVE
1334,12/31/2013,9/15/1989,,52,24,"Exec Assistant, Finance",35,Male,2013,ACTIVE
1334,12/31/2014,9/15/1989,,53,25,"Exec Assistant, Finance",35,Male,2014,ACTIVE
1334,12/31/2015,9/15/1989,,54,26,"Exec Assistant, Finance",35,Male,2015,ACTIVE
1335,12/31/2006,9/16/1989,,44,17,"Director, Recruitment",35,Female,2006,ACTIVE
1335,12/31/2007,9/16/1989,,45,18,"Director, Recruitment",35,Female,2007,ACTIVE
1335,12/31/2008,9/16/1989,,46,19,"Director, Recruitment",35,Female,2008,ACTIVE
1335,12/31/2009,9/16/1989,,47,20,"Director, Recruitment",35,Female,2009,ACTIVE
1335,12/31/2010,9/16/1989,,48,21,"Director, Recruitment",35,Female,2010,ACTIVE
1335,12/31/2011,9/16/1989,,49,22,"Director, Recruitment",35,Female,2011,ACTIVE
1335,12/31/2012,9/16/1989,,50,23,"Director, Recruitment",35,Female,2012,ACTIVE
1335,12/31/2013,9/16/1989,,51,24,"Director, Recruitment",35,Female,2013,ACTIVE
1335,12/31/2014,9/16/1989,,52,25,"Director, Recruitment",35,Female,2014,ACTIVE
1335,12/31/2015,9/16/1989,,53,26,"Director, Recruitment",35,Female,2015,ACTIVE
1338,12/31/2006,9/20/1989,2/16/2009,57,17,"Director, Training",35,Male,2006,ACTIVE
1338,12/31/2007,9/20/1989,2/16/2009,58,18,"Director, Training",35,Male,2007,ACTIVE
1338,12/31/2008,9/20/1989,2/16/2009,59,19,"Director, Training",35,Male,2008,ACTIVE
1339,12/31/2006,9/22/1989,2/19/2014,57,17,Store Manager,19,Female,2006,ACTIVE
1339,12/31/2007,9/22/1989,2/19/2014,58,18,Store Manager,19,Female,2007,ACTIVE
1339,12/31/2008,9/22/1989,2/19/2014,59,19,Store Manager,19,Female,2008,ACTIVE
1339,12/31/2009,9/22/1989,2/19/2014,60,20,Store Manager,19,Female,2009,ACTIVE
1339,12/31/2010,9/22/1989,2/19/2014,61,21,Store Manager,19,Female,2010,ACTIVE
1339,12/31/2011,9/22/1989,2/19/2014,62,22,Store Manager,19,Female,2011,ACTIVE
1339,12/31/2012,9/22/1989,2/19/2014,63,23,Store Manager,19,Female,2012,ACTIVE
1339,12/31/2013,9/22/1989,2/19/2014,64,24,Store Manager,19,Female,2013,ACTIVE
1340,12/31/2006,9/22/1989,2/19/2009,57,17,Store Manager,16,Male,2006,ACTIVE
1340,12/31/2007,9/22/1989,2/19/2009,58,18,Store Manager,16,Male,2007,ACTIVE
1340,12/31/2008,9/22/1989,2/19/2009,59,19,Store Manager,16,Male,2008,ACTIVE
1341,12/31/2006,9/23/1989,2/21/2009,57,17,"Director, Labor Relations",35,Male,2006,ACTIVE
1341,12/31/2007,9/23/1989,2/21/2009,58,18,"Director, Labor Relations",35,Male,2007,ACTIVE
1341,12/31/2008,9/23/1989,2/21/2009,59,19,"Director, Labor Relations",35,Male,2008,ACTIVE
1343,12/31/2006,9/25/1989,2/24/2014,57,17,Store Manager,37,Female,2006,ACTIVE
1343,12/31/2007,9/25/1989,2/24/2014,58,18,Store Manager,37,Female,2007,ACTIVE
1343,12/31/2008,9/25/1989,2/24/2014,59,19,Store Manager,37,Female,2008,ACTIVE
1343,12/31/2009,9/25/1989,2/24/2014,60,20,Store Manager,37,Female,2009,ACTIVE
1343,12/31/2010,9/25/1989,2/24/2014,61,21,Store Manager,37,Female,2010,ACTIVE
1343,12/31/2011,9/25/1989,2/24/2014,62,22,Store Manager,37,Female,2011,ACTIVE
1343,12/31/2012,9/25/1989,2/24/2014,63,23,Store Manager,37,Female,2012,ACTIVE
1343,12/31/2013,9/25/1989,2/24/2014,64,24,Store Manager,37,Female,2013,ACTIVE
1344,12/31/2006,9/25/1989,2/25/2014,57,17,"Director, HR Technology",35,Female,2006,ACTIVE
1344,12/31/2007,9/25/1989,2/25/2014,58,18,"Director, HR Technology",35,Female,2007,ACTIVE
1344,12/31/2008,9/25/1989,2/25/2014,59,19,"Director, HR Technology",35,Female,2008,ACTIVE
1344,12/31/2009,9/25/1989,2/25/2014,60,20,"Director, HR Technology",35,Female,2009,ACTIVE
1344,12/31/2010,9/25/1989,2/25/2014,61,21,"Director, HR Technology",35,Female,2010,ACTIVE
1344,12/31/2011,9/25/1989,2/25/2014,62,22,"Director, HR Technology",35,Female,2011,ACTIVE
1344,12/31/2012,9/25/1989,2/25/2014,63,23,"Director, HR Technology",35,Female,2012,ACTIVE
1344,12/31/2013,9/25/1989,2/25/2014,64,24,"Director, HR Technology",35,Female,2013,ACTIVE
1346,12/31/2006,9/29/1989,3/4/2014,57,17,"Director, Employee Records",35,Female,2006,ACTIVE
1346,12/31/2007,9/29/1989,3/4/2014,58,18,"Director, Employee Records",35,Female,2007,ACTIVE
1346,12/31/2008,9/29/1989,3/4/2014,59,19,"Director, Employee Records",35,Female,2008,ACTIVE
1346,12/31/2009,9/29/1989,3/4/2014,60,20,"Director, Employee Records",35,Female,2009,ACTIVE
1346,12/31/2010,9/29/1989,3/4/2014,61,21,"Director, Employee Records",35,Female,2010,ACTIVE
1346,12/31/2011,9/29/1989,3/4/2014,62,22,"Director, Employee Records",35,Female,2011,ACTIVE
1346,12/31/2012,9/29/1989,3/4/2014,63,23,"Director, Employee Records",35,Female,2012,ACTIVE
1346,12/31/2013,9/29/1989,3/4/2014,64,24,"Director, Employee Records",35,Female,2013,ACTIVE
1347,12/31/2006,9/29/1989,3/4/2009,57,17,Meats Manager,37,Male,2006,ACTIVE
1347,12/31/2007,9/29/1989,3/4/2009,58,18,Meats Manager,37,Male,2007,ACTIVE
1347,12/31/2008,9/29/1989,3/4/2009,59,19,Meats Manager,37,Male,2008,ACTIVE
1351,12/31/2006,10/2/1989,3/9/2009,57,17,"Director, Compensation",35,Male,2006,ACTIVE
1351,12/31/2007,10/2/1989,3/9/2009,58,18,"Director, Compensation",35,Male,2007,ACTIVE
1351,12/31/2008,10/2/1989,3/9/2009,59,19,"Director, Compensation",35,Male,2008,ACTIVE
1352,12/31/2006,10/3/1989,3/11/2014,57,17,Corporate Lawyer,35,Female,2006,ACTIVE
1352,12/31/2007,10/3/1989,3/11/2014,58,18,Corporate Lawyer,35,Female,2007,ACTIVE
1352,12/31/2008,10/3/1989,3/11/2014,59,19,Corporate Lawyer,35,Female,2008,ACTIVE
1352,12/31/2009,10/3/1989,3/11/2014,60,20,Corporate Lawyer,35,Female,2009,ACTIVE
1352,12/31/2010,10/3/1989,3/11/2014,61,21,Corporate Lawyer,35,Female,2010,ACTIVE
1352,12/31/2011,10/3/1989,3/11/2014,62,22,Corporate Lawyer,35,Female,2011,ACTIVE
1352,12/31/2012,10/3/1989,3/11/2014,63,23,Corporate Lawyer,35,Female,2012,ACTIVE
1352,12/31/2013,10/3/1989,3/11/2014,64,24,Corporate Lawyer,35,Female,2013,ACTIVE
1353,12/31/2006,10/4/1989,3/13/2009,57,17,Store Manager,15,Male,2006,ACTIVE
1353,12/31/2007,10/4/1989,3/13/2009,58,18,Store Manager,15,Male,2007,ACTIVE
1353,12/31/2008,10/4/1989,3/13/2009,59,19,Store Manager,15,Male,2008,ACTIVE
1355,12/31/2006,10/5/1989,3/15/2009,57,17,Corporate Lawyer,35,Male,2006,ACTIVE
1355,12/31/2007,10/5/1989,3/15/2009,58,18,Corporate Lawyer,35,Male,2007,ACTIVE
1355,12/31/2008,10/5/1989,3/15/2009,59,19,Corporate Lawyer,35,Male,2008,ACTIVE
1357,12/31/2006,10/5/1989,3/14/2009,57,17,Corporate Lawyer,35,Male,2006,ACTIVE
1357,12/31/2007,10/5/1989,3/14/2009,58,18,Corporate Lawyer,35,Male,2007,ACTIVE
1357,12/31/2008,10/5/1989,3/14/2009,59,19,Corporate Lawyer,35,Male,2008,ACTIVE
1358,12/31/2006,10/5/1989,3/14/2009,57,17,Produce Manager,37,Male,2006,ACTIVE
1358,12/31/2007,10/5/1989,3/14/2009,58,18,Produce Manager,37,Male,2007,ACTIVE
1358,12/31/2008,10/5/1989,3/14/2009,59,19,Produce Manager,37,Male,2008,ACTIVE
1359,12/31/2006,10/6/1989,3/16/2014,57,17,Meats Manager,18,Female,2006,ACTIVE
1359,12/31/2007,10/6/1989,3/16/2014,58,18,Meats Manager,18,Female,2007,ACTIVE
1359,12/31/2008,10/6/1989,3/16/2014,59,19,Meats Manager,18,Female,2008,ACTIVE
1359,12/31/2009,10/6/1989,3/16/2014,60,20,Meats Manager,18,Female,2009,ACTIVE
1359,12/31/2010,10/6/1989,3/16/2014,61,21,Meats Manager,18,Female,2010,ACTIVE
1359,12/31/2011,10/6/1989,3/16/2014,62,22,Meats Manager,18,Female,2011,ACTIVE
1359,12/31/2012,10/6/1989,3/16/2014,63,23,Meats Manager,18,Female,2012,ACTIVE
1359,12/31/2013,10/6/1989,3/16/2014,64,24,Meats Manager,18,Female,2013,ACTIVE
1360,12/31/2006,10/6/1989,3/17/2014,57,17,"Director, Accounts Receivable",35,Female,2006,ACTIVE
1360,12/31/2007,10/6/1989,3/17/2014,58,18,"Director, Accounts Receivable",35,Female,2007,ACTIVE
1360,12/31/2008,10/6/1989,3/17/2014,59,19,"Director, Accounts Receivable",35,Female,2008,ACTIVE
1360,12/31/2009,10/6/1989,3/17/2014,60,20,"Director, Accounts Receivable",35,Female,2009,ACTIVE
1360,12/31/2010,10/6/1989,3/17/2014,61,21,"Director, Accounts Receivable",35,Female,2010,ACTIVE
1360,12/31/2011,10/6/1989,3/17/2014,62,22,"Director, Accounts Receivable",35,Female,2011,ACTIVE
1360,12/31/2012,10/6/1989,3/17/2014,63,23,"Director, Accounts Receivable",35,Female,2012,ACTIVE
1360,12/31/2013,10/6/1989,3/17/2014,64,24,"Director, Accounts Receivable",35,Female,2013,ACTIVE
1362,12/31/2006,10/7/1989,3/18/2014,57,17,Meats Manager,15,Female,2006,ACTIVE
1362,12/31/2007,10/7/1989,3/18/2014,58,18,Meats Manager,15,Female,2007,ACTIVE
1362,12/31/2008,10/7/1989,3/18/2014,59,19,Meats Manager,15,Female,2008,ACTIVE
1362,12/31/2009,10/7/1989,3/18/2014,60,20,Meats Manager,15,Female,2009,ACTIVE
1362,12/31/2010,10/7/1989,3/18/2014,61,21,Meats Manager,15,Female,2010,ACTIVE
1362,12/31/2011,10/7/1989,3/18/2014,62,22,Meats Manager,15,Female,2011,ACTIVE
1362,12/31/2012,10/7/1989,3/18/2014,63,23,Meats Manager,15,Female,2012,ACTIVE
1362,12/31/2013,10/7/1989,3/18/2014,64,24,Meats Manager,15,Female,2013,ACTIVE
1363,12/31/2006,10/8/1989,3/20/2009,57,17,Bakery Manager,37,Male,2006,ACTIVE
1363,12/31/2007,10/8/1989,3/20/2009,58,18,Bakery Manager,37,Male,2007,ACTIVE
1363,12/31/2008,10/8/1989,3/20/2009,59,19,Bakery Manager,37,Male,2008,ACTIVE
1365,12/31/2006,10/10/1989,9/26/2012,57,17,Store Manager,12,Female,2006,ACTIVE
1365,12/31/2007,10/10/1989,9/26/2012,58,18,Store Manager,12,Female,2007,ACTIVE
1365,12/31/2008,10/10/1989,9/26/2012,59,19,Store Manager,12,Female,2008,ACTIVE
1365,12/31/2009,10/10/1989,9/26/2012,60,20,Store Manager,12,Female,2009,ACTIVE
1365,12/31/2010,10/10/1989,9/26/2012,61,21,Store Manager,12,Female,2010,ACTIVE
1365,12/31/2011,10/10/1989,9/26/2012,62,22,Store Manager,12,Female,2011,ACTIVE
1366,12/31/2006,10/11/1989,3/26/2009,57,17,Systems Analyst,35,Male,2006,ACTIVE
1366,12/31/2007,10/11/1989,3/26/2009,58,18,Systems Analyst,35,Male,2007,ACTIVE
1366,12/31/2008,10/11/1989,3/26/2009,59,19,Systems Analyst,35,Male,2008,ACTIVE
1367,12/31/2006,10/11/1989,3/27/2009,57,17,Store Manager,31,Male,2006,ACTIVE
1367,12/31/2007,10/11/1989,3/27/2009,58,18,Store Manager,31,Male,2007,ACTIVE
1367,12/31/2008,10/11/1989,3/27/2009,59,19,Store Manager,31,Male,2008,ACTIVE
1370,12/31/2006,10/14/1989,4/1/2014,57,17,"Director, Accounts Payable",35,Female,2006,ACTIVE
1370,12/31/2007,10/14/1989,4/1/2014,58,18,"Director, Accounts Payable",35,Female,2007,ACTIVE
1370,12/31/2008,10/14/1989,4/1/2014,59,19,"Director, Accounts Payable",35,Female,2008,ACTIVE
1370,12/31/2009,10/14/1989,4/1/2014,60,20,"Director, Accounts Payable",35,Female,2009,ACTIVE
1370,12/31/2010,10/14/1989,4/1/2014,61,21,"Director, Accounts Payable",35,Female,2010,ACTIVE
1370,12/31/2011,10/14/1989,4/1/2014,62,22,"Director, Accounts Payable",35,Female,2011,ACTIVE
1370,12/31/2012,10/14/1989,4/1/2014,63,23,"Director, Accounts Payable",35,Female,2012,ACTIVE
1370,12/31/2013,10/14/1989,4/1/2014,64,24,"Director, Accounts Payable",35,Female,2013,ACTIVE
1372,12/31/2006,10/16/1989,4/5/2009,57,17,"Director, Audit",35,Male,2006,ACTIVE
1372,12/31/2007,10/16/1989,4/5/2009,58,18,"Director, Audit",35,Male,2007,ACTIVE
1372,12/31/2008,10/16/1989,4/5/2009,59,19,"Director, Audit",35,Male,2008,ACTIVE
1373,12/31/2006,10/16/1989,4/4/2014,57,17,"Director, Accounting",35,Female,2006,ACTIVE
1373,12/31/2007,10/16/1989,4/4/2014,58,18,"Director, Accounting",35,Female,2007,ACTIVE
1373,12/31/2008,10/16/1989,4/4/2014,59,19,"Director, Accounting",35,Female,2008,ACTIVE
1373,12/31/2009,10/16/1989,4/4/2014,60,20,"Director, Accounting",35,Female,2009,ACTIVE
1373,12/31/2010,10/16/1989,4/4/2014,61,21,"Director, Accounting",35,Female,2010,ACTIVE
1373,12/31/2011,10/16/1989,4/4/2014,62,22,"Director, Accounting",35,Female,2011,ACTIVE
1373,12/31/2012,10/16/1989,4/4/2014,63,23,"Director, Accounting",35,Female,2012,ACTIVE
1373,12/31/2013,10/16/1989,4/4/2014,64,24,"Director, Accounting",35,Female,2013,ACTIVE
1374,12/31/2006,10/17/1989,4/6/2009,57,17,Meats Manager,16,Male,2006,ACTIVE
1374,12/31/2007,10/17/1989,4/6/2009,58,18,Meats Manager,16,Male,2007,ACTIVE
1374,12/31/2008,10/17/1989,4/6/2009,59,19,Meats Manager,16,Male,2008,ACTIVE
1376,12/31/2006,10/19/1989,4/11/2009,57,17,"Director, Investments",35,Male,2006,ACTIVE
1376,12/31/2007,10/19/1989,4/11/2009,58,18,"Director, Investments",35,Male,2007,ACTIVE
1376,12/31/2008,10/19/1989,4/11/2009,59,19,"Director, Investments",35,Male,2008,ACTIVE
1377,12/31/2006,10/22/1989,4/15/2014,57,17,Dairy Person,37,Female,2006,ACTIVE
1377,12/31/2007,10/22/1989,4/15/2014,58,18,Dairy Person,37,Female,2007,ACTIVE
1377,12/31/2008,10/22/1989,4/15/2014,59,19,Dairy Person,37,Female,2008,ACTIVE
1377,12/31/2009,10/22/1989,4/15/2014,60,20,Dairy Person,37,Female,2009,ACTIVE
1377,12/31/2010,10/22/1989,4/15/2014,61,21,Dairy Person,37,Female,2010,ACTIVE
1377,12/31/2011,10/22/1989,4/15/2014,62,22,Dairy Person,37,Female,2011,ACTIVE
1377,12/31/2012,10/22/1989,4/15/2014,63,23,Dairy Person,37,Female,2012,ACTIVE
1377,12/31/2013,10/22/1989,4/15/2014,64,24,Dairy Person,37,Female,2013,ACTIVE
1380,12/31/2006,10/22/1989,4/15/2014,57,17,Recruiter,35,Female,2006,ACTIVE
1380,12/31/2007,10/22/1989,4/15/2014,58,18,Recruiter,35,Female,2007,ACTIVE
1380,12/31/2008,10/22/1989,4/15/2014,59,19,Recruiter,35,Female,2008,ACTIVE
1380,12/31/2009,10/22/1989,4/15/2014,60,20,Recruiter,35,Female,2009,ACTIVE
1380,12/31/2010,10/22/1989,4/15/2014,61,21,Recruiter,35,Female,2010,ACTIVE
